user_id,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_blitz_rating,user_rating_bin,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,user_rating_deviation,user_blitz_total_games,user_best_win_1,user_best_win_2,user_best_win_3,op_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3,user_white_win_rate,user_white_lose_rate,user_white_draw_rate,user_white_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_top_eco,user_second_eco,user_top_winrate_eco,user_second_winrate_eco,user_mate_winrate,user_resign_winrate,user_time_winrate,user_mate_lossrate,user_resign_lossrate,user_time_lossrate,user_average_game_len,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len,is_blitz
gengar36,48.0,51.0,1.0,100.0,1960.0,1940-1959,tidakbegitu,-1,54.0,44.0,2.0,100.0,2046.0,45.07,6490.0,2318.0,2296.0,2267.0,45.03,6103.0,2338.0,2327.0,2302.0,43.548,54.839,1.6130000000000002,62.0,42.857,55.556,1.587,63.0,B10,B22,D53,D02,0.278,0.481,0.241,0.203,0.667,0.1159999999999999,222.0,60.0,35.385,4.615,65.0,40.0,58.333,1.667,60.0,B01,A40,A07,D38,0.286,0.444,0.254,0.638,0.069,0.259,280.0,1
Rodion18,43.0,49.0,8.0,100.0,2054.0,2040-2059,revunior,0,51.0,41.0,8.0,100.0,1857.0,45.18,2199.0,2327.0,2294.0,2228.0,45.02,21761.0,2352.0,2211.0,2187.0,51.562,43.75,4.688,64.0,34.426,55.738,9.836,61.0,B01,D37,A53,D43,0.241,0.63,0.13,0.161,0.677,0.0969999999999999,338.0,42.857,47.619,9.524,63.0,45.161,46.774,8.065,62.0,B10,B22,D01,C43,0.255,0.436,0.291,0.136,0.763,0.102,248.0,0
nilsnext,44.0,47.0,9.0,100.0,2158.0,2140-2159,Almaskamran,1,51.0,44.0,5.0,100.0,2197.0,47.08,1852.0,2399.0,2397.0,2363.0,45.15,873.0,2360.0,2336.0,2328.0,42.857,44.444,12.698,63.0,50.0,46.774,3.2260000000000004,62.0,B10,D02,D31,A30,0.103,0.603,0.241,0.035,0.825,0.14,385.0,56.667,38.333,5.0,60.0,44.615,53.846,1.538,65.0,D01,C00,B54,A56,0.143,0.619,0.206,0.121,0.517,0.328,394.0,1
tushev_yaroslav,0.0,100.0,0.0,3.0,990.0,980-999,Andrewshap,1,12.0,88.0,0.0,100.0,884.0,142.59,24.0,0.0,0.0,0.0,129.67,180.0,1960.0,1658.0,1639.0,18.182,81.818,0.0,11.0,7.692,84.615,7.692,13.0,D00,C00,B00,C00,1.0,0.0,0.0,0.25,0.2,0.3,214.0,13.559,86.441,0.0,59.0,19.697,80.303,0.0,66.0,A40,C23,C34,nonStandard,0.619,0.048,0.143,0.144,0.75,0.0,127.0,0
kingsleyok1,12.0,75.0,12.0,24.0,1352.0,1340-1359,lure,-1,33.0,66.0,0.0,9.0,1498.0,87.52,32.0,1781.0,1515.0,1493.0,106.35,822.0,1844.0,1840.0,1837.0,11.765,82.353,5.882000000000001,17.0,66.667,33.333,0.0,15.0,D02,A40,C29,C30,0.1669999999999999,0.583,0.25,0.105,0.474,0.316,331.0,41.176,55.882,2.941,68.0,42.105,56.14,1.754,57.0,C50,B20,D08,C66,0.308,0.5,0.173,0.043,0.829,0.1,326.0,0
Therge39,39.0,60.0,0.0,84.0,1347.0,1340-1359,Mexico69,-1,49.0,45.0,6.0,100.0,1363.0,45.26,1692.0,2014.0,1985.0,1977.0,45.02,814.0,1482.0,1469.0,1466.0,37.736,60.377,1.887,53.0,33.333,66.667,0.0,72.0,A00,B00,B01,B06,0.341,0.477,0.159,0.1,0.475,0.4,386.0,49.206,44.444,6.349,63.0,45.161,50.0,4.839,62.0,A00,B10,A41,A01,0.102,0.203,0.678,0.085,0.492,0.373,394.0,1
hainanpengyuyan,50.0,47.0,3.0,100.0,1898.0,1880-1899,Nevetzorro,1,52.0,45.0,3.0,100.0,1852.0,45.01,1807.0,2047.0,2040.0,2019.0,57.41,1652.0,2130.0,2032.0,1980.0,55.738,44.262,0.0,61.0,53.125,43.75,3.125,64.0,C50,C00,C23,C57,0.191,0.574,0.221,0.073,0.873,0.055,354.0,52.542,44.068,3.39,59.0,48.485,48.485,3.03,66.0,B00,B07,B59,A21,0.175,0.587,0.206,0.069,0.638,0.276,414.0,1
juudathh,50.0,50.0,0.0,30.0,1111.0,1100-1119,rahuloraj,-1,49.0,46.0,5.0,100.0,1117.0,50.53,1181.0,1195.0,1186.0,1185.0,45.03,1379.0,1235.0,1191.0,1191.0,45.588,48.529,5.882000000000001,68.0,64.91199999999999,33.333,1.754,57.0,C42,B00,D02,B06,0.368,0.235,0.353,0.327,0.596,0.077,234.0,58.73,39.683,1.587,63.0,46.774,45.161,8.065,62.0,B01,B00,B12,B30,0.242,0.409,0.303,0.679,0.0,0.226,266.0,1
Leo_Rabulan,50.0,50.0,0.0,30.0,2049.0,2040-2059,Kintory,-1,52.0,43.0,5.0,100.0,2086.0,45.05,5974.0,2484.0,2463.0,2429.0,45.17,24629.0,2454.0,2434.0,2426.0,54.688,37.5,7.812,64.0,52.459,42.623000000000005,4.918,61.0,D01,A40,B22,A41,0.3279999999999999,0.3879999999999999,0.2689999999999999,0.04,0.48,0.36,259.0,55.556,39.683,4.762,63.0,37.097,50.0,12.903,62.0,D02,A40,B00,A04,0.207,0.448,0.31,0.125,0.321,0.536,299.0,1
ValterAhlberg,62.0,34.0,4.0,100.0,1379.0,1360-1379,Jan-G,-1,,,,,1500.0,184.45,2228.0,1398.0,1272.0,1261.0,500.0,6.0,0.0,0.0,0.0,60.0,32.727,7.273,55.0,58.571000000000005,38.571,2.857,70.0,B01,D00,D04,D38,0.27,0.473,0.203,0.3779999999999999,0.467,0.156,374.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,3.0,C29,B12,C29,B12,0.0,0.0,0.0,0.167,0.667,0.167,315.0,0
ceronman,53.0,45.0,2.0,100.0,1566.0,1560-1579,Nizoline,1,6.0,81.0,12.0,16.0,1500.0,53.81,4767.0,1826.0,1747.0,1741.0,500.0,21.0,0.0,0.0,0.0,56.667,38.333,5.0,60.0,56.923,40.0,3.077,65.0,C25,C50,D32,C46,0.296,0.5489999999999999,0.07,0.163,0.7140000000000001,0.0819999999999999,300.0,10.0,80.0,10.0,10.0,18.182,72.727,9.091,11.0,B01,C50,A06,B00,0.0,1.0,0.0,0.188,0.688,0.125,223.0,1
ramzan111111,42.0,53.0,5.0,100.0,1283.0,1280-1299,BadInfluence96,-1,55.0,45.0,0.0,100.0,1211.0,54.23,192.0,1816.0,1730.0,1673.0,102.61,32.0,1464.0,1381.0,1347.0,31.818,65.152,3.03,66.0,30.508000000000003,64.407,5.085,59.0,B01,C50,C54,A22,0.282,0.5379999999999999,0.179,0.37,0.395,0.21,319.0,52.941,47.059,0.0,17.0,40.0,53.333,6.667,15.0,A00,D00,C40,C20,0.4,0.267,0.2,0.75,0.188,0.062,422.0,0
Ritter24,41.0,56.0,2.0,100.0,981.0,980-999,tobbl4,-1,51.0,45.0,4.0,100.0,990.0,46.0,1835.0,1393.0,1388.0,1375.0,48.5,173.0,1086.0,1065.0,1049.0,40.984,47.541,11.475,61.0,50.0,50.0,0.0,64.0,D00,C50,B40,C42,0.228,0.579,0.14,0.098,0.82,0.033,442.0,59.016,34.426,6.557,61.0,57.812,39.062,3.125,64.0,C44,C50,C48,A06,0.411,0.452,0.068,0.435,0.37,0.065,464.0,1
Marcelpavez,42.0,57.0,0.0,100.0,1379.0,1360-1379,ipe2014,-1,47.0,49.0,4.0,100.0,1817.0,45.6,14928.0,2349.0,2348.0,2233.0,45.18,32725.0,2515.0,2434.0,2426.0,33.846,63.077,3.077,65.0,31.667,66.667,1.6669999999999998,60.0,D00,A40,D06,C28,0.244,0.4629999999999999,0.244,0.123,0.556,0.296,226.0,46.875,50.0,3.125,64.0,47.541,50.82,1.639,61.0,D00,C00,A13,D31,0.39,0.339,0.271,0.222,0.381,0.349,238.0,1
PepFerre,62.0,37.0,0.0,24.0,1634.0,1620-1639,mrkowalczyk,1,100.0,0.0,0.0,3.0,1646.0,48.92,3750.0,2058.0,2021.0,1900.0,67.59,3579.0,1828.0,1825.0,1803.0,36.508,58.73,4.762,63.0,46.774,45.161,8.065,62.0,D02,D05,B83,A45,0.212,0.5379999999999999,0.25,0.185,0.8,0.015,498.0,52.459,45.902,1.639,61.0,53.125,46.875,0.0,64.0,B10,C25,A11,B50,0.167,0.697,0.091,0.224,0.655,0.069,299.0,0
ARMAN-AB,100.0,0.0,0.0,3.0,1374.0,1360-1379,SmokeyPaprika,1,54.0,43.0,3.0,100.0,1537.0,45.15,615.0,1931.0,1865.0,1830.0,45.14,11857.0,1961.0,1930.0,1894.0,42.188,54.688,3.125,64.0,40.984,52.459,6.557,61.0,A04,C50,D55,A05,0.192,0.481,0.308,0.373,0.4479999999999999,0.179,369.0,60.0,36.923,3.077,65.0,43.333,51.667,5.0,60.0,B00,C25,A10,A85,0.277,0.538,0.185,0.109,0.636,0.236,345.0,1
VasiyK,43.0,53.0,4.0,100.0,1124.0,1120-1139,jov07,-1,47.0,52.0,0.0,23.0,1249.0,45.25,4215.0,1519.0,1496.0,1494.0,51.38,53.0,1309.0,1287.0,1276.0,46.774,50.0,3.2260000000000004,62.0,50.794,47.619,1.587,63.0,C50,D00,B30,A27,0.344,0.475,0.148,0.1969999999999999,0.508,0.262,532.0,57.576,39.394,3.03,33.0,48.571,51.429,0.0,35.0,C23,B20,C00,B10,0.25,0.639,0.083,0.387,0.29,0.258,511.0,1
MedSadok,100.0,0.0,0.0,3.0,1595.0,1580-1599,soukhan,-1,50.0,50.0,0.0,12.0,1665.0,108.95,2030.0,2198.0,2119.0,2108.0,69.47,5934.0,1964.0,1941.0,1924.0,30.0,56.667,13.333,60.0,24.615,67.692,7.692,65.0,B20,C44,D30,C20,0.294,0.441,0.265,0.128,0.718,0.128,329.0,44.262,45.902,9.836,61.0,43.75,56.25,0.0,64.0,B22,C45,E70,E80,0.255,0.582,0.145,0.328,0.547,0.125,311.0,0
faksbunny,48.0,46.0,6.0,100.0,1402.0,1400-1419,abdoali287,-1,39.0,53.0,8.0,100.0,1471.0,45.77,862.0,1563.0,1514.0,1511.0,57.38,729.0,1807.0,1705.0,1696.0,47.619,44.444,7.937,63.0,45.161,45.161,9.677,62.0,A40,C50,C23,C25,0.276,0.5,0.2239999999999999,0.4639999999999999,0.375,0.054,216.0,45.902,47.541,6.557,61.0,35.938,53.125,10.938,64.0,D02,B01,A43,D06,0.196,0.275,0.51,0.54,0.222,0.206,249.0,1
ScacchistaNapoletano,41.0,56.0,2.0,100.0,1019.0,1000-1019,Romanzoni,1,53.0,42.0,5.0,100.0,1107.0,45.27,6060.0,1411.0,1359.0,1296.0,45.05,1200.0,1359.0,1316.0,1303.0,61.667,30.0,8.333,60.0,40.0,55.385,4.615,65.0,A40,D00,D30,C10,0.238,0.476,0.206,0.259,0.611,0.093,423.0,50.794,44.444,4.762,63.0,53.226,40.323,6.452,62.0,C60,B00,B10,C40,0.338,0.508,0.138,0.547,0.453,0.0,563.0,1
Ktoto-nekto,70.0,18.0,12.0,100.0,2468.0,2460-2479,jake_jortles,-1,,,,,2560.0,75.6,82.0,2702.0,2640.0,2620.0,119.25,53.0,2459.0,2444.0,2411.0,58.537,31.707,9.756,41.0,57.143,33.333,9.524,42.0,C47,C00,B32,C46,0.417,0.375,0.1669999999999999,0.259,0.63,0.111,273.0,72.0,24.0,4.0,25.0,82.143,14.286,3.571,28.0,A45,C42,C88,E04,0.22,0.561,0.22,0.1,0.8,0.1,266.0,0
Krishnay13,64.0,36.0,0.0,100.0,1274.0,1260-1279,TNT-REY,-1,49.0,46.0,5.0,100.0,1328.0,46.15,375.0,1687.0,1568.0,1537.0,45.0,2897.0,2030.0,1902.0,1755.0,51.613,48.387,0.0,62.0,55.556,39.683,4.762,63.0,A45,A40,E20,C01,0.433,0.313,0.1939999999999999,0.7090000000000001,0.018,0.255,343.0,54.839,38.71,6.452,62.0,44.444,52.381,3.175,63.0,B00,C20,C26,B40,0.468,0.355,0.145,0.228,0.526,0.246,228.0,1
nisan1,38.0,56.0,6.0,100.0,1772.0,1760-1779,kpthaker,1,45.0,50.0,5.0,100.0,1794.0,50.4,1284.0,2365.0,2229.0,2162.0,45.11,7830.0,2001.0,1982.0,1979.0,55.0,43.333,1.6669999999999998,60.0,41.538,50.769,7.692,65.0,C40,D02,B33,C41,0.15,0.633,0.2,0.1689999999999999,0.7120000000000001,0.119,355.0,39.683,53.968,6.349,63.0,53.226,40.323,6.452,62.0,B12,B10,D10,E43,0.155,0.586,0.241,0.136,0.627,0.237,393.0,1
BobbyTacos,49.0,49.0,2.0,100.0,1754.0,1740-1759,kofi9,-1,53.0,44.0,3.0,100.0,1813.0,64.22,265.0,1984.0,1852.0,1834.0,45.03,16010.0,2313.0,2292.0,2286.0,57.143,38.095,4.762,63.0,53.226000000000006,45.161,1.6130000000000002,62.0,B00,B01,A04,B23,0.29,0.42,0.275,0.308,0.2689999999999999,0.385,262.0,54.098,44.262,1.639,61.0,51.562,45.312,3.125,64.0,B50,B21,A48,C45,0.303,0.439,0.212,0.196,0.179,0.518,307.0,1
Top4ik2k,0.0,100.0,0.0,3.0,920.0,900-919,harrychess59,-1,,,,,1500.0,202.34,4.0,0.0,0.0,0.0,500.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,3.0,B10,B13,B13,B10,0.0,0.0,0.0,0.0,0.25,0.75,407.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,3.0,D35,C20,D35,C20,0.0,0.0,0.0,0.5,0.5,0.0,201.0,0
peonpasado2025,70.0,20.0,10.0,100.0,2337.0,2320-2339,Sociables,1,46.0,46.0,8.0,100.0,2248.0,45.44,233.0,2513.0,2492.0,2479.0,45.36,1487.0,2444.0,2437.0,2430.0,44.444,44.444,11.111,63.0,46.774,40.323,12.903,62.0,E60,A04,A45,D92,0.105,0.632,0.263,0.132,0.868,0.0,355.0,53.226,40.323,6.452,62.0,42.857,47.619,9.524,63.0,A45,D00,D02,D06,0.083,0.7,0.217,0.182,0.764,0.055,388.0,1
CaptainDada,100.0,0.0,0.0,3.0,1622.0,1620-1639,harrynac24,-1,,,,,1615.0,55.54,781.0,1791.0,1788.0,1752.0,71.52,249.0,1820.0,1806.0,1799.0,50.0,45.833,4.167,72.0,37.736,54.717,7.547000000000001,53.0,C00,A04,D05,C40,0.286,0.446,0.25,0.1939999999999999,0.6940000000000001,0.113,305.0,55.882,41.176,2.941,68.0,24.561,70.175,5.263,57.0,D02,A40,A41,C34,0.173,0.519,0.288,0.132,0.868,0.0,185.0,0
simon2468,42.0,52.0,5.0,57.0,1414.0,1400-1419,coleary,-1,54.0,44.0,2.0,100.0,1523.0,45.1,378.0,1991.0,1961.0,1915.0,45.02,5370.0,1721.0,1703.0,1678.0,50.794,44.444,4.762,63.0,43.548,51.613,4.839,62.0,B00,D00,C21,B21,0.424,0.441,0.136,0.583,0.2,0.1669999999999999,298.0,55.738,44.262,0.0,61.0,50.0,45.312,4.688,64.0,D00,B01,A01,A06,0.333,0.364,0.258,0.161,0.732,0.071,211.0,1
Bombard12382,62.0,37.0,0.0,24.0,1552.0,1540-1559,GuentaGarcia,1,100.0,0.0,0.0,3.0,1447.0,49.17,2139.0,2098.0,2022.0,1988.0,223.4,7.0,0.0,0.0,0.0,49.18,45.902,4.918,61.0,56.25,39.062,4.688,64.0,A00,B06,B01,D21,0.273,0.591,0.076,0.094,0.792,0.113,548.0,60.0,40.0,0.0,5.0,0.0,100.0,0.0,2.0,D10,A40,D10,E61,0.667,0.0,0.333,0.0,0.5,0.5,458.0,0
Feynmanchess65,44.0,51.0,5.0,100.0,1231.0,1220-1239,uzum-hadhzi,-1,52.0,45.0,3.0,100.0,1246.0,45.01,482.0,1377.0,1370.0,1358.0,45.03,781.0,1385.0,1371.0,1369.0,48.485,51.515,0.0,66.0,44.068000000000005,52.542,3.39,59.0,B01,D01,B20,C53,0.19,0.638,0.155,0.462,0.508,0.0,301.0,48.387,51.613,0.0,62.0,46.032,49.206,4.762,63.0,C44,A40,C26,B02,0.39,0.458,0.119,0.429,0.175,0.365,340.0,1
Gamechanger9870,29.0,70.0,0.0,81.0,1942.0,1940-1959,edwinwin,-1,,,,,2017.0,48.74,7858.0,2409.0,2315.0,2305.0,63.86,11124.0,2172.0,2169.0,2165.0,51.613,45.161,3.2260000000000004,62.0,38.095,61.905,0.0,63.0,B90,B50,B52,B43,0.161,0.518,0.268,0.239,0.493,0.179,311.0,51.724,43.103,5.172,58.0,50.746,38.806,10.448,67.0,B00,C30,A80,E61,0.219,0.328,0.406,0.196,0.549,0.255,291.0,0
s79963411481,39.0,54.0,7.0,100.0,1474.0,1460-1479,mhkh84,-1,45.0,45.0,8.0,24.0,1561.0,47.81,659.0,1778.0,1757.0,1732.0,72.04,25.0,1594.0,1558.0,1556.0,46.774,45.161,8.065,62.0,41.27,53.968,4.762,63.0,C44,B30,C47,C40,0.236,0.509,0.236,0.161,0.79,0.032,286.0,53.846,46.154,0.0,13.0,41.667,41.667,16.667,12.0,C25,B20,B27,C45,0.333,0.5,0.167,0.364,0.182,0.455,417.0,1
SonBman001,48.0,52.0,0.0,100.0,1428.0,1420-1439,jose9595,-1,56.0,41.0,2.0,39.0,1604.0,45.95,771.0,1572.0,1565.0,1564.0,49.25,56.0,1653.0,1630.0,1628.0,40.625,57.812,1.5619999999999998,64.0,45.902,50.82,3.279,61.0,A01,B00,A02,A40,0.37,0.5,0.13,0.176,0.471,0.2789999999999999,245.0,64.286,32.143,3.571,28.0,42.857,53.571,3.571,28.0,B01,C23,C22,D31,0.233,0.467,0.233,0.083,0.5,0.417,287.0,1
CRISTIAN0808,13.0,87.0,0.0,100.0,695.0,680-699,Estebanlima2012,-1,45.0,43.0,12.0,100.0,1745.0,95.54,98.0,1784.0,1264.0,1117.0,48.69,1935.0,2312.0,2255.0,2189.0,7.692,92.308,0.0,52.0,15.217,84.78299999999999,0.0,46.0,B00,C50,C25,A41,0.636,0.0,0.0,0.7240000000000001,0.011,0.184,344.0,52.542,38.983,8.475,59.0,54.545,39.394,6.061,66.0,nonStandard,C50,A00,C41,0.373,0.418,0.149,0.49,0.265,0.224,268.0,1
revanthsatya45,8.0,91.0,0.0,36.0,859.0,840-859,i_m_mza3004,-1,63.0,37.0,0.0,100.0,936.0,81.46,94.0,1031.0,1025.0,1013.0,197.1,6010.0,1485.0,1458.0,1396.0,33.333,66.667,0.0,42.0,23.077,76.923,0.0,52.0,C20,C25,D00,C28,0.5379999999999999,0.385,0.038,0.191,0.426,0.324,439.0,63.077,36.923,0.0,65.0,65.0,35.0,0.0,60.0,C50,C41,C20,A04,0.275,0.375,0.312,0.333,0.289,0.378,382.0,1
Chaosbringer,0.0,100.0,0.0,3.0,1598.0,1580-1599,Pablo9,-1,100.0,0.0,0.0,6.0,1978.0,211.25,8.0,1715.0,1631.0,1556.0,52.15,10623.0,2583.0,2479.0,2433.0,33.333,66.667,0.0,3.0,60.0,40.0,0.0,5.0,A00,B20,D10,B10,0.25,0.75,0.0,0.5,0.25,0.25,236.0,53.333,40.0,6.667,60.0,33.846,61.538,4.615,65.0,D02,nonStandard,A16,D07,0.278,0.556,0.167,0.125,0.609,0.219,326.0,0
GeoMend,59.0,31.0,9.0,66.0,2053.0,2040-2059,Madelacre,1,,,,,1894.0,72.27,575.0,2248.0,2218.0,2206.0,77.91,4731.0,2386.0,2251.0,2249.0,45.07,46.479,8.451,71.0,55.556,37.037,7.407,54.0,B00,B06,B07,E61,0.161,0.629,0.177,0.132,0.698,0.17,349.0,65.854,29.268,4.878,41.0,47.619,46.429,5.952,84.0,B01,D00,D01,A06,0.299,0.328,0.328,0.647,0.275,0.078,310.0,0
mwatto,48.0,49.0,3.0,100.0,956.0,940-959,Amadis79,-1,46.0,49.0,5.0,100.0,910.0,45.38,1347.0,1150.0,1132.0,1127.0,45.42,5368.0,1190.0,1187.0,1128.0,51.667,45.0,3.333,60.0,50.769,46.154,3.077,65.0,D02,A40,A04,C23,0.2189999999999999,0.406,0.297,0.298,0.14,0.561,450.0,46.032,46.032,7.937,63.0,45.161,50.0,4.839,62.0,B01,C20,B20,B21,0.421,0.316,0.193,0.6,0.2,0.167,358.0,1
Er_Sido,53.0,39.0,8.0,100.0,1968.0,1960-1979,RMS_30,-1,50.0,37.0,12.0,48.0,1940.0,54.47,308.0,2054.0,2048.0,2038.0,46.03,2409.0,2318.0,2282.0,2218.0,60.938,35.938,3.125,64.0,45.902,42.623000000000005,11.475,61.0,D01,A40,B34,A00,0.2689999999999999,0.507,0.209,0.143,0.6729999999999999,0.184,247.0,46.774,46.774,6.452,62.0,41.27,57.143,1.587,63.0,B00,C25,C30,A46,0.273,0.509,0.218,0.277,0.477,0.246,261.0,1
rishuchess,53.0,45.0,2.0,100.0,1706.0,1700-1719,Asm2371,-1,70.0,25.0,4.0,24.0,2063.0,45.09,1087.0,1850.0,1820.0,1813.0,75.28,24.0,2123.0,2065.0,2050.0,49.206,49.206,1.587,63.0,53.226000000000006,46.774,0.0,62.0,B40,C00,E70,B10,0.2339999999999999,0.5,0.2189999999999999,0.183,0.583,0.1169999999999999,320.0,66.667,33.333,0.0,12.0,75.0,16.667,8.333,12.0,A41,B12,B15,A41,0.294,0.471,0.235,0.333,0.5,0.167,317.0,1
Mantiz100,0.0,100.0,0.0,6.0,1286.0,1280-1299,xmania14,1,,,,,1555.0,127.16,2579.0,1887.0,1886.0,1857.0,101.55,39.0,1563.0,1563.0,1543.0,56.667,40.0,3.333,60.0,32.308,63.077,4.615,65.0,B10,D00,nonStandard,D02,0.291,0.345,0.273,0.1689999999999999,0.246,0.585,254.0,73.684,26.316,0.0,19.0,35.0,60.0,5.0,20.0,A40,A01,C41,C00,0.333,0.429,0.238,0.353,0.529,0.059,248.0,0
antropoidwaad,49.0,51.0,0.0,100.0,1097.0,1080-1099,mirudin,-1,51.0,47.0,2.0,100.0,1078.0,45.06,4500.0,1582.0,1446.0,1377.0,45.29,582.0,1395.0,1371.0,1322.0,47.619,47.619,4.762,63.0,59.677,38.71,1.6130000000000002,62.0,C20,C50,B22,D00,0.4029999999999999,0.4479999999999999,0.134,0.13,0.852,0.0,266.0,54.688,42.188,3.125,64.0,44.262,54.098,1.639,61.0,A00,C40,C26,A10,0.403,0.419,0.145,0.5,0.5,0.0,296.0,1
Rain_Go,47.0,44.0,9.0,100.0,2324.0,2320-2339,franz-anda,-1,,,,,2142.0,49.92,4165.0,2688.0,2647.0,2616.0,89.8,1026.0,2518.0,2488.0,2455.0,51.667,41.667,6.667000000000001,60.0,46.154,41.538,12.308,65.0,B10,B12,D40,E92,0.18,0.525,0.295,0.173,0.75,0.077,242.0,84.127,12.698,3.175,63.0,82.258,16.129,1.613,62.0,A00,B00,B57,C77,0.144,0.74,0.115,0.278,0.389,0.278,320.0,0
OnaraGSCK,43.0,54.0,3.0,100.0,1159.0,1140-1159,GEETHPRI17,1,33.0,66.0,0.0,9.0,1063.0,75.15,670.0,1906.0,1810.0,1790.0,144.77,8.0,0.0,0.0,0.0,40.0,55.385,4.615,65.0,48.333,45.0,6.667000000000001,60.0,C50,B00,A00,C25,0.545,0.255,0.127,0.73,0.0,0.222,301.0,25.0,75.0,0.0,4.0,40.0,60.0,0.0,5.0,C40,B20,B20,nonStandard,0.667,0.0,0.0,0.833,0.0,0.167,297.0,1
StudlyCurmudgeon,32.0,65.0,3.0,100.0,1265.0,1260-1279,PhysicsNoob,1,31.0,63.0,6.0,100.0,1296.0,60.28,1352.0,1608.0,1600.0,1590.0,71.95,826.0,1585.0,1580.0,1555.0,44.262,50.82,4.918,61.0,40.625,56.25,3.125,64.0,B10,A40,D02,A84,0.283,0.528,0.17,0.104,0.746,0.134,325.0,30.508,66.102,3.39,59.0,50.0,43.939,6.061,66.0,D00,B10,A01,B10,0.098,0.686,0.176,0.044,0.691,0.235,514.0,0
Dofeto,47.0,48.0,5.0,100.0,1391.0,1380-1399,digitina,-1,49.0,48.0,3.0,100.0,1373.0,45.76,8448.0,1946.0,1941.0,1937.0,45.06,4353.0,1510.0,1500.0,1493.0,48.387,45.161,6.452000000000001,62.0,42.857,52.381,4.762,63.0,C42,C50,A04,C55,0.246,0.579,0.14,0.213,0.623,0.1639999999999999,607.0,51.613,48.387,0.0,62.0,44.444,50.794,4.762,63.0,B30,B20,A06,C54,0.317,0.5,0.183,0.565,0.161,0.258,627.0,1
parallaxNow,49.0,51.0,0.0,100.0,1927.0,1920-1939,bondarunko,-1,,,,,2167.0,45.27,33522.0,2722.0,2565.0,2553.0,48.73,4480.0,2570.0,2536.0,2515.0,67.742,25.806,6.452000000000001,62.0,53.968,39.683,6.349,63.0,B40,D00,A53,D25,0.303,0.421,0.263,0.366,0.293,0.195,260.0,58.73,33.333,7.937,63.0,54.839,38.71,6.452,62.0,C00,A00,B26,D34,0.211,0.507,0.239,0.622,0.222,0.156,229.0,0
AroraSaksham,57.0,35.0,7.0,42.0,2139.0,2120-2139,Stanccco,-1,50.0,46.0,4.0,100.0,2175.0,60.68,1333.0,2295.0,2284.0,2262.0,46.15,2923.0,2394.0,2377.0,2349.0,51.613,40.323,8.065,62.0,52.381,44.444,3.175,63.0,C00,C54,D37,B08,0.231,0.415,0.3379999999999999,0.132,0.7170000000000001,0.151,373.0,54.839,40.323,4.839,62.0,50.794,46.032,3.175,63.0,B40,C55,C21,B17,0.121,0.606,0.242,0.056,0.574,0.37,417.0,1
wlm623,50.0,48.0,2.0,100.0,1450.0,1440-1459,sockplategod,1,50.0,47.0,3.0,100.0,1465.0,126.3,3834.0,1590.0,1557.0,1557.0,45.14,7597.0,1569.0,1561.0,1553.0,57.812,40.625,1.5619999999999998,64.0,40.984,57.377,1.639,61.0,C23,C42,C43,C26,0.387,0.484,0.0969999999999999,0.344,0.4589999999999999,0.18,317.0,54.237,42.373,3.39,59.0,51.515,45.455,3.03,66.0,C50,D00,B00,C22,0.364,0.439,0.182,0.2,0.545,0.255,370.0,1
YASIN_JAMI,54.0,45.0,1.0,100.0,956.0,940-959,Meruka50,-1,53.0,38.0,9.0,100.0,970.0,47.41,491.0,1326.0,1210.0,1194.0,45.25,288.0,1088.0,1086.0,1075.0,45.161,53.226000000000006,1.6130000000000002,62.0,49.206,50.794,0.0,63.0,D00,A40,C26,A22,0.5760000000000001,0.322,0.034,0.108,0.246,0.631,397.0,58.462,36.923,4.615,65.0,48.333,43.333,8.333,60.0,B01,D00,A10,B23,0.269,0.403,0.284,0.48,0.48,0.02,331.0,1
gugabom,49.0,48.0,3.0,100.0,1823.0,1820-1839,isra37,1,46.0,54.0,0.0,100.0,1709.0,45.0,17070.0,2522.0,2381.0,2374.0,45.0,27587.0,2358.0,2343.0,2314.0,49.206,42.857,7.937,63.0,40.323,58.065,1.6130000000000002,62.0,D06,A40,D80,E90,0.304,0.411,0.268,0.603,0.19,0.19,267.0,47.692,52.308,0.0,65.0,28.333,68.333,3.333,60.0,B10,B12,B20,B40,0.312,0.292,0.312,0.187,0.627,0.173,235.0,1
